business_acctnum,dba_name,ownership_type,address,city,state,zip,naics,activity_desc,industry_group,definition,full_address,matched_address,geocode_score,longitude,latitude
2013035377,BIONANO GENOMICS INC,CORP,9540 TOWNE CENTRE DR 100 ,SAN DIEGO,CA,92121-1989,339999,ALL OTHER MISCELLANEOUS MFG,Manufacturing,Core,"9540 TOWNE CENTRE DR 100 , SAN DIEGO, CA 92121-1989","4770 Ruffner St, San Diego, California, 92111",100.0,-117.158453295547,32.828738835095
2011019420,"BIOSERO, INC. ",CORP,4770 RUFFNER ST ,SAN DIEGO,CA,92111-1520,42199,OTHER MISCELLANEOUS DURABLE GOODS WHSLE,Wholesale Trade,Core,"4770 RUFFNER ST , SAN DIEGO, CA 92111-1520","13517 Silver Ivy Ln, San Diego, California, 92129",100.0,-117.146982493413,32.96496688992
1978042708,BIOSPHERICAL INSTRUMENTS,CORP,5340 RILEY ST ,SAN DIEGO,CA,92110-2621,336,TRANSPORTATION EQUIPMENT MFG,Manufacturing,Core,"5340 RILEY ST , SAN DIEGO, CA 92110-2621","5340 Riley St, San Diego, California, 92110",100.0,-117.194854057019,32.766227187946
2020010666,BIOTIMES INC,CORP,13517 SILVER IVY LN ,SAN DIEGO,CA,92129-4483,31,MANUFACTURING,Manufacturing,Core,"13517 SILVER IVY LN , SAN DIEGO, CA 92129-4483","9540 Towne Centre Dr, San Diego, California, 92121",99.23,-117.208811434549,32.881682539769
2007026833,BIRD ROCK SURF,CORP,5509 LA JOLLA BLVD ,LA JOLLA,CA,92037-7612,42232,MEN'S & BOYS' CLOTHING & FURNISHINGS WHSLE,Wholesale Trade,Core,"5509 LA JOLLA BLVD , LA JOLLA, CA 92037-7612","5509 La Jolla Blvd, La Jolla, California, 92037",100.0,-117.268189255739,32.812593571289
1987015590,BIRDWORKS FIBER ARTS,SOLE,2633 REYNARD WAY ,SAN DIEGO,CA,92103-6416,421,"WHOLESALE TRADE, DURABLE GOODS",Wholesale Trade,Core,"2633 REYNARD WAY , SAN DIEGO, CA 92103-6416","767 Amiford Dr, San Diego, California, 92107",100.0,-117.253106272432,32.72044535853
1983003563,BIRTH DAY PUBLISHING CO,SOLE,767 AMIFORD DR ,SAN DIEGO,CA,92107-4254,323,PRINTING & RELATED SUPPORT ACTIVITIES,Manufacturing,Core,"767 AMIFORD DR , SAN DIEGO, CA 92107-4254","5075 Shoreham Pl, Suite 200, San Diego, California, 92122",100.0,-117.185343279124,32.852453125106
1995008551,BISCO INDUSTRIES INC,CORP,5075 SHOREHAM PL 200 ,SAN DIEGO,CA,92122-5929,4216,ELECTRICAL GOODS WHSLE,Wholesale Trade,Core,"5075 SHOREHAM PL 200 , SAN DIEGO, CA 92122-5929","2633 Reynard Way, San Diego, California, 92103",100.0,-117.169884116002,32.732258016585
2024006366,BIT PROS INC,CORP,670 OPPER ST ,ESCONDIDO,CA,92029-1020,81131,COMMERCIAL EQUIPMENT (EXC AUTO & ELEC) R&M,Industrial Machinery Repair,Core,"670 OPPER ST , ESCONDIDO, CA 92029-1020","5059 Newport Ave, Suite 101, San Diego, California, 92107",100.0,-117.252183843987,32.747523012919
2021014904,BITCHIN WICKS,SOLE,2611 CAMULOS ST 24 ,SAN DIEGO,CA,92107-5113,33999,ALL OTHER MISC MFG,Manufacturing,Core,"2611 CAMULOS ST 24 , SAN DIEGO, CA 92107-5113","670 Opper St, Escondido, California, 92029",100.0,-117.126200570318,33.130084305597
2024013778,BJ SHIPLEY TRUCKING LLC,LLC,1285 LARWOOD RD ,SAN DIEGO,CA,92114-3122,48411,"GENERAL FREIGHT TRUCKING, LOCAL",Transportation and Warehousing,Core,"1285 LARWOOD RD , SAN DIEGO, CA 92114-3122","2611 Camulos St, Apartment 24, San Diego, California, 92107",100.0,-117.230762633137,32.749333336367
1997009354,BK PRINTING INC,SOLE,5059 NEWPORT AVE 101 ,SAN DIEGO,CA,92107-3030,323,PRINTING & RELATED SUPPORT ACTIVITIES,Manufacturing,Core,"5059 NEWPORT AVE 101 , SAN DIEGO, CA 92107-3030","1285 Larwood Rd, San Diego, California, 92114",100.0,-117.039658677317,32.719120347276
2017004359,BLACK COFFEE FABRICATORS INC,CORP,380 W ATHOL ST ,SAN BERNARDINO,CA,92401,33299,ALL OTHER FABRICATED METAL PRODUCT MFG,Manufacturing,Core,"380 W ATHOL ST , SAN BERNARDINO, CA 92401","8680 Miralani Dr, Suite 110, San Diego, California, 92126",100.0,-117.136825470783,32.896192619994
1992002916,BLACK RIDER HARDWARE,SOLE,4404 42ND ST ,SAN DIEGO,CA,92116,421,"WHOLESALE TRADE, DURABLE GOODS",Wholesale Trade,Core,"4404 42ND ST , SAN DIEGO, CA 92116","380 Athol St, San Bernardino, California, 92401",98.87,-117.291212583562,34.097797364973
2025007570,BLACKBIRD SIP CO,SCORP,8680 MIRALANI DR 110 ,SAN DIEGO,CA,92126-6390,42249,OTHER GROCERY & RELATED PRODUCTS WHSLE,Wholesale Trade,Core,"8680 MIRALANI DR 110 , SAN DIEGO, CA 92126-6390","4404 42nd St, San Diego, California, 92116",100.0,-117.105045065798,32.757277704197
2021015552,BLACKBOURNE HOLDINGS,SOLE,3714 CANON ST ,SAN DIEGO,CA,92106-2058,4229,MISCELLANEOUS NONDURABLE GOODS WHSLE,Wholesale Trade,Core,"3714 CANON ST , SAN DIEGO, CA 92106-2058","3714 Canon St, San Diego, California, 92106",100.0,-117.238876734506,32.727692268196
2022011652,BLISS KICKZ LLC,LLC,3802 MAIN ST 9 ,CHULA VISTA,CA,91911-6248,42234,FOOTWEAR WHSLE,Wholesale Trade,Core,"3802 MAIN ST 9 , CHULA VISTA, CA 91911-6248","11653 Spruce Run Dr, San Diego, California, 92131",100.0,-117.086946106091,32.931312500933
1993010319,BLITZ SPECIALTIES,H-W,11653 SPRUCE RUN DR ,SAN DIEGO,CA,92131-3723,422,"WHOLESALE TRADE, NONDURABLE GOODS",Wholesale Trade,Core,"11653 SPRUCE RUN DR , SAN DIEGO, CA 92131-3723","3802 Main St, Chula Vista, California, 91911",99.69,-117.049894908932,32.594725067073
2019000945,BLOCKCHAIN LOGISTICS LLC,LLC,9505 AIRWAY RD 500 ,SAN DIEGO,CA,92154-7937,4841,GENERAL FREIGHT TRUCKING,Transportation and Warehousing,Core,"9505 AIRWAY RD 500 , SAN DIEGO, CA 92154-7937","3320 Hancock St, San Diego, California, 92110",100.0,-117.206433488618,32.755097990276
2025017192,BLUE DOG MOVING,LLC,2667 CAMINO DEL RIO SOUTH 6 ,SAN DIEGO,CA,92108-3778,48421,USED HOUSEHOLD & OFFICE GOODS MOVING,Transportation and Warehousing,Core,"2667 CAMINO DEL RIO SOUTH 6 , SAN DIEGO, CA 92108-3778","2667 Camino del Rio S, Suite 6, San Diego, California, 92108",100.0,-117.135488557227,32.769846451827
1995005220,BLUE PACIFIC SEAFOOD INC,CORP,3320 HANCOCK ST ,SAN DIEGO,CA,92110-4301,422,"WHOLESALE TRADE, NONDURABLE GOODS",Wholesale Trade,Core,"3320 HANCOCK ST , SAN DIEGO, CA 92110-4301","9505 Airway Rd, San Diego, California, 92154",99.12,-116.94008015885,32.560120086446
2013048497,BLUEBEAM INC,CORP,225 BROADWAY 1450 ,SAN DIEGO,CA,92101-5098,42299,OTHER MISCELLANEOUS NONDURABLE GOODS WHSLE,Wholesale Trade,Core,"225 BROADWAY 1450 , SAN DIEGO, CA 92101-5098","225 Broadway, Suite 1450, San Diego, California, 92101",100.0,-117.162408380379,32.71561050914
2026000651,BLUEUNI BIKINIS,SOLE,851 04TH ST D ,ENCINITAS,CA,92024-3415,3152,CUT & SEW APPAREL MFG,Manufacturing,Core,"851 04TH ST D , ENCINITAS, CA 92024-3415","8445 Camino Santa Fe, Suite 210, San Diego, California, 92121",100.0,-117.171687398651,32.880782574825
2025007059,BN3 TRANSPORT,LLC,949 MILLS ST ,ESCONDIDO,CA,92027-1655,4841,GENERAL FREIGHT TRUCKING,Transportation and Warehousing,Core,"949 MILLS ST , ESCONDIDO, CA 92027-1655","17545 Ashburton Rd, San Diego, California, 92128",100.0,-117.07684364965,33.031757121455
2025001277,BNC USA CORP,CORP,8445 CAMINO SANTA FE 210 ,SAN DIEGO,CA,92121-2650,421,"WHOLESALE TRADE, DURABLE GOODS",Wholesale Trade,Core,"8445 CAMINO SANTA FE 210 , SAN DIEGO, CA 92121-2650","949 Mills St, Escondido, California, 92027",100.0,-117.066663995882,33.141552299793
2021015465,BODI ENERGY LLC,LLC,5515 MEADOWS DEL MAR DRWY ,SAN DIEGO,CA,92130-4865,33331,COMMERCIAL & SERVICE INDUSTRY MACHINERY MFG,Manufacturing,Core,"5515 MEADOWS DEL MAR DRWY , SAN DIEGO, CA 92130-4865","6454 Caminito Northland, La Jolla, California, 92037",100.0,-117.239252159949,32.834547577814
2012001402,BONAMI TRANSPORT INC,CORP,8219 AIRWAY RD ,SAN DIEGO,CA,92154-8302,48411,"GENERAL FREIGHT TRUCKING, LOCAL",Transportation and Warehousing,Core,"8219 AIRWAY RD , SAN DIEGO, CA 92154-8302","2231 Dain Ct, Lemon Grove, California, 91945",100.0,-117.019232482193,32.729439895008
2014028715,BOOKS FOR LESS,CORP,6454 CAMINITO NORTHLAND ,LA JOLLA,CA,92037-5820,42292,"BOOK, PERIODICAL & NEWSPAPER WHSLE",Wholesale Trade,Core,"6454 CAMINITO NORTHLAND , LA JOLLA, CA 92037-5820","8219 Airway Rd, San Diego, California, 92154",100.0,-116.966229685101,32.560584862977
2026000795,BOOM DADDY CRANE SERVICE,SOLE,2231 DAIN CT ,LEMON GROVE,CA,91945-4239,48899,OTHER TRANSPORTATION SUPPORT ACTIVITIES,Transportation and Warehousing,Core,"2231 DAIN CT , LEMON GROVE, CA 91945-4239","11760 San Pablo Ave, El Cerrito, California, 94530",100.0,-122.319671363719,37.927248868126
2017001342,BORDEN DECAL,SCORP,11760 SAN PABLO AVE ,EL CERRITO,CA,94530-1790,32311,PRINTING,Manufacturing,Core,"11760 SAN PABLO AVE , EL CERRITO, CA 94530-1790","5515 Meadows del Mar, San Diego, California, 92130",98.04,-117.19187001567,32.941089320435
2025004314,BORDER SOLUTIONS INTERNATIONAL,LLC,2275 MICHAEL FARADAY DR 3 ,SAN DIEGO,CA,92154-7927,488999,ALL OTHER TRANSPORTATION SUPPORT ACTIVITIES,Transportation and Warehousing,Core,"2275 MICHAEL FARADAY DR 3 , SAN DIEGO, CA 92154-7927","9948 Via de la Amistad, San Diego, California, 92154",100.0,-116.930410376252,32.552816808481
2021010169,BORDERLESS GLOBAL TRADE LLC,LLC,9948 VIA DE LA AMISTAD ,SAN DIEGO,CA,92154-7207,4224,GROCERY & RELATED PRODUCT WHSLE,Wholesale Trade,Core,"9948 VIA DE LA AMISTAD , SAN DIEGO, CA 92154-7207","2275 Michael Faraday Dr, Suite 3, San Diego, California, 92154",100.0,-116.932007128807,32.557698596529
2025018816,BORIS KUBALOV & IRINA KUBALOVA,H-W,14453 PENASQUITOS DR 6302 ,SAN DIEGO,CA,92129-1866,48411,"GENERAL FREIGHT TRUCKING, LOCAL",Transportation and Warehousing,Core,"14453 PENASQUITOS DR 6302 , SAN DIEGO, CA 92129-1866","14453 Penasquitos Dr, Apartment 6302, San Diego, California, 92129",100.0,-117.091568222778,32.978413264723
2025002444,BORSBERRY INTERNATIONAL,H-W,832 LEPPERT ST ,SAN DIEGO,CA,92114-3038,421,"WHOLESALE TRADE, DURABLE GOODS",Wholesale Trade,Core,"832 LEPPERT ST , SAN DIEGO, CA 92114-3038","6105 Via Regla, San Diego, California, 92122",100.0,-117.18801249619,32.849561033235
2015002280,BOSE,CORP,8863 SIEMPRE VIVA RD ,SAN DIEGO,CA,92154-6273,49319,OTHER WAREHOUSING & STORAGE,Transportation and Warehousing,Core,"8863 SIEMPRE VIVA RD , SAN DIEGO, CA 92154-6273","832 Leppert St, San Diego, California, 92114",100.0,-117.044920752312,32.714089235623
2023006794,BOUNTII FEAST INC,SCORP,6105 VIA REGLA ,SAN DIEGO,CA,92122-3918,4224,GROCERY & RELATED PRODUCT WHSLE,Wholesale Trade,Core,"6105 VIA REGLA , SAN DIEGO, CA 92122-3918","8863 Siempre Viva Rd, San Diego, California, 92154",100.0,-116.952643374425,32.553104056303
2006008759,BOURCHE'S AUTO SALE,SOLE,6370 RANCHO PARK DR ,SAN DIEGO,CA,92120-3826,42111,AUTOMOBILE & OTHER MOTOR VEHICLE WHSLE,Wholesale Trade,Core,"6370 RANCHO PARK DR , SAN DIEGO, CA 92120-3826","4952 Mount Frissell Dr, San Diego, California, 92117",100.0,-117.188164376276,32.822354632813
2013027457,BOY DRINKS WORLD,SOLE,4952 MOUNT FRISSELL DR ,SAN DIEGO,CA,92117-4808,31193,FLAVORING SYRUP & CONCENTRATE MFG,Manufacturing,Core,"4952 MOUNT FRISSELL DR , SAN DIEGO, CA 92117-4808","6370 Rancho Park Dr, San Diego, California, 92120",100.0,-117.059294878067,32.790092436033
2025013557,BPAPERIE,SOLE,4730 NOYES ST 312 ,SAN DIEGO,CA,92109-3696,3222,CONVERTED PAPER PRODUCT MFG,Manufacturing,Core,"4730 NOYES ST 312 , SAN DIEGO, CA 92109-3696","4730 Noyes St, Apartment 312, San Diego, California, 92109",100.0,-117.232796082847,32.805311457629
2021006881,BRADY INDUSTRIES,LLC,9292 ACTIVITY RD ,SAN DIEGO,CA,92126-4425,42299,OTHER MISCELLANEOUS NONDURABLE GOODS WHSLE,Wholesale Trade,Core,"9292 ACTIVITY RD , SAN DIEGO, CA 92126-4425","9292 Activity Rd, San Diego, California, 92126",100.0,-117.127342772264,32.897089315996
2019016870,BRANDED CANOPIES,PARTNR,8811 PINECREST AVE ,SAN DIEGO,CA,92123-2930,42199,OTHER MISCELLANEOUS DURABLE GOODS WHSLE,Wholesale Trade,Core,"8811 PINECREST AVE , SAN DIEGO, CA 92123-2930","9483 Camino Ruiz, San Diego, California, 92126",100.0,-117.133979479379,32.89493600507
2009027107,BRAZILIAN EXOTIC GRANITE INC,SCORP,9483 CAMINO RUIZ ,SAN DIEGO,CA,92126-4472,42139,OTHER CONSTRUCTION MATERIAL WHSLE,Wholesale Trade,Core,"9483 CAMINO RUIZ , SAN DIEGO, CA 92126-4472","8811 Pinecrest Ave, San Diego, California, 92123",100.0,-117.141192945252,32.798165298439
1994009387,BREAD & CIE,CORP,350 UNIVERSITY AVE B ,SAN DIEGO,CA,92103-3041,311811,RETAIL BAKERIES,Manufacturing,Core,"350 UNIVERSITY AVE B , SAN DIEGO, CA 92103-3041","1888 Nirvana Ave, Chula Vista, California, 91911",100.0,-117.016356232118,32.594074631387
1985014982,BREEZAIRE PRODUCTS CO,CORP,8070 SAINT ANDREWS AVE 107 ,SAN DIEGO,CA,92154,339,MISCELLANEOUS MFG,Manufacturing,Core,"8070 SAINT ANDREWS AVE 107 , SAN DIEGO, CA 92154","350 University Ave, San Diego, California, 92103",99.72,-117.161792478134,32.748276294558
2004010001,BRENNTAG PACIFIC INC,CORP,1888 NIRVANA AVE ,CHULA VISTA,CA,91911-6118,4226,CHEMICAL & ALLIED PRODUCTS WHSLE,Wholesale Trade,Core,"1888 NIRVANA AVE , CHULA VISTA, CA 91911-6118","8070 Saint Andrews Ave, San Diego, California, 92154",99.19,-116.969541039769,32.565910682346
2020012349,BREVITY LOGISTICS LLC,LLC,8649 AVENIDA DE LA FUENTE ,SAN DIEGO,CA,92154-6267,4841,GENERAL FREIGHT TRUCKING,Transportation and Warehousing,Core,"8649 AVENIDA DE LA FUENTE , SAN DIEGO, CA 92154-6267","3530 Mount Aclare Ave, San Diego, California, 92111",100.0,-117.178886196194,32.806440416168
2025015696,BRIAN SAMMONS & LAURA SINGLETON,H-W,3530 MOUNT ACLARE AVE ,SAN DIEGO,CA,92111-4019,312,BEVERAGE & TOBACCO PRODUCT MFG,Manufacturing,Core,"3530 MOUNT ACLARE AVE , SAN DIEGO, CA 92111-4019","8649 Avenida de la Fuente, San Diego, California, 92154",100.0,-116.957374958767,32.556225896141
2000011621,BRIGITTE' COUTURE LLC,CORP,2601 HOOVER AVE ,NATIONAL CITY,CA,91950-6651,315,APPAREL MANUFACTURING,Manufacturing,Core,"2601 HOOVER AVE , NATIONAL CITY, CA 91950-6651","2310 Michael Faraday Dr, San Diego, California, 92154",100.0,-116.932039399134,32.556468133142
2000008025,BRIMES INTERNATIONAL INC,CORP,2310 MICHAEL FARADAY DR ,SAN DIEGO,CA,92154-7900,42199,OTHER MISCELLANEOUS DURABLE GOODS WHSLE,Wholesale Trade,Core,"2310 MICHAEL FARADAY DR , SAN DIEGO, CA 92154-7900","2601 Hoover Ave, National City, California, 91950",100.0,-117.103741344578,32.658915525609
2012021566,BRO-DOZER MOTORSPORTS,SOLE,750 EL RANCHO DR ,EL CAJON,CA,92019-1140,332,FABRICATED METAL PRODUCT MFG,Manufacturing,Core,"750 EL RANCHO DR , EL CAJON, CA 92019-1140","11463 Keisha Cv, San Diego, California, 92126",100.0,-117.164877102321,32.926429497509
1996010826,BROKERAGE AND LOGISTICS SOLUTIONS INC,CORP,1659 GAILES BLVD ,SAN DIEGO,CA,92154-8230,4931,WAREHOUSING & STORAGE,Transportation and Warehousing,Core,"1659 GAILES BLVD , SAN DIEGO, CA 92154-8230","1659 Gailes Blvd, San Diego, California, 92154",100.0,-116.975233357854,32.567362176519
1995010405,BROOKS,SOLE,11463 KEISHA CV ,SAN DIEGO,CA,92126-6603,334,COMPUTER & ELECTRONIC PRODUCT MFG,Manufacturing,Core,"11463 KEISHA CV , SAN DIEGO, CA 92126-6603","750 El Rancho Dr, El Cajon, California, 92019",100.0,-116.912113268353,32.803296657653
2021006606,BROWNFIELD AUTO AUCTION,CORP,7622 PASEO DE LA FUENTE ,SAN DIEGO,CA,92154,42111,AUTOMOBILE & OTHER MOTOR VEHICLE WHSLE,Wholesale Trade,Core,"7622 PASEO DE LA FUENTE , SAN DIEGO, CA 92154","5098 Catoctin Dr, San Diego, California, 92115",100.0,-117.057929382221,32.770939829187
2016002287,BROWNSVILLE AUTO SALES,SOLE,5098 CATOCTIN DR ,SAN DIEGO,CA,92115-1515,42111,AUTOMOBILE & OTHER MOTOR VEHICLE WHSLE,Wholesale Trade,Core,"5098 CATOCTIN DR , SAN DIEGO, CA 92115-1515","7622 Paseo de la Fuente, San Diego, California, 92154",98.9,-116.919092205902,32.571204262936
1992008085,BRUCE FINE WATCHES & JEWELRY,CORP,861 06TH AVE 120 ,SAN DIEGO,CA,92101-6311,421,"WHOLESALE TRADE, DURABLE GOODS",Wholesale Trade,Core,"861 06TH AVE 120 , SAN DIEGO, CA 92101-6311","10755 Scripps Poway Pkwy, San Diego, California, 92131",99.29,-117.097295241941,32.936793092143
2000008310,BS BRAINIC INC,CORP,10755 SCRIPPS POWAY PKY 701 ,SAN DIEGO,CA,92131-3924,334,COMPUTER & ELECTRONIC PRODUCT MFG,Manufacturing,Core,"10755 SCRIPPS POWAY PKY 701 , SAN DIEGO, CA 92131-3924","2275 Michael Faraday Dr, Suite 3, San Diego, California, 92154",100.0,-116.932007128807,32.557698596529
2025004313,BSI TRANSPORT LLC,LLC,2275 MICHAEL FARADAY DR 3 ,SAN DIEGO,CA,92154-7927,488999,ALL OTHER TRANSPORTATION SUPPORT ACTIVITIES,Transportation and Warehousing,Core,"2275 MICHAEL FARADAY DR 3 , SAN DIEGO, CA 92154-7927","9692 Via Excelencia, Suite 103, San Diego, California, 92126",100.0,-117.117902989088,32.898292580107
2004015069,BTE INC,CORP,1536 LANCASTER POINT WAY ,SAN DIEGO,CA,92154-7700,4229,MISCELLANEOUS NONDURABLE GOODS WHSLE,Wholesale Trade,Core,"1536 LANCASTER POINT WAY , SAN DIEGO, CA 92154-7700","92101-6311, San Diego, California",86.5,-117.159229040686,32.714230009687
2003016390,BTI JEWELRY INC,SCORP,861 06TH AVE 125 ,SAN DIEGO,CA,92101-6311,42194,JEWELRY/WATCH/PRECIOUS STONE & METAL WHSLE,Wholesale Trade,Core,"861 06TH AVE 125 , SAN DIEGO, CA 92101-6311","1536 Lancaster Point Way, San Diego, California, 92154",100.0,-116.953996548873,32.568947781142
2009017959,BUDWIG COMPANY INC,SCORP,9692 VIA EXCELENCIA 103 ,SAN DIEGO,CA,92126-7505,33999,ALL OTHER MISC MFG,Manufacturing,Core,"9692 VIA EXCELENCIA 103 , SAN DIEGO, CA 92126-7505","555 Saturn Blvd, #B, San Diego, California, 92154",100.0,-117.091068996625,32.58596899574
2015004125,BULLDOG TOWING,LLC,555 SATURN BLVD B-126 ,SAN DIEGO,CA,92154-4798,48841,MOTOR VEHICLE TOWING,Transportation and Warehousing,Core,"555 SATURN BLVD B-126 , SAN DIEGO, CA 92154-4798","280 10th Ave, San Diego, California, 92101",100.0,-117.155576710196,32.70858555227
2020003557,BUMBLE BEE FOODS LLC,LLC,280 10TH AVE ,SAN DIEGO,CA,92101-7406,42246,FISH & SEAFOOD WHSLE,Wholesale Trade,Core,"280 10TH AVE , SAN DIEGO, CA 92101-7406","811 Verona Ct, San Diego, California, 92109",100.0,-117.253143571901,32.787859538937
2000003465,BUMWRAP ENTERPRISES,SOLE,811 VERONA CT ,SAN DIEGO,CA,92109-6928,421,"WHOLESALE TRADE, DURABLE GOODS",Wholesale Trade,Core,"811 VERONA CT , SAN DIEGO, CA 92109-6928","1326 Kettner Blvd, San Diego, California, 92101",100.0,-117.169209456616,32.719288530163
2020017074,BURGEON BEER COMPANY,LLC,1326 KETTNER BLVD ,SAN DIEGO,CA,92101,31212,BREWERIES,Manufacturing,Core,"1326 KETTNER BLVD , SAN DIEGO, CA 92101","10834 Eberly Ct, San Diego, California, 92126",100.0,-117.127710737813,32.91757611228
2025011174,BUSINESS COMPLETE SOLUTIONS,LLC,13750 DANIELSON ST ,POWAY,CA,92064-8889,421,"WHOLESALE TRADE, DURABLE GOODS",Wholesale Trade,Core,"13750 DANIELSON ST , POWAY, CA 92064-8889","92101-6311, San Diego, California",86.5,-117.159229040686,32.714230009687
1994000443,BUSY BEE'S BAGEL,CORP,6861 LA JOLLA BLVD ,LA JOLLA,CA,92037,311811,RETAIL BAKERIES,Manufacturing,Core,"6861 LA JOLLA BLVD , LA JOLLA, CA 92037","6861 La Jolla Blvd, La Jolla, California, 92037",100.0,-117.276482897474,32.831500839829
2025009346,BUSY HORSE INC,CORP,10834 EBERLY CT ,SAN DIEGO,CA,92126-2439,488,TRANSPORTATION SUPPORT ACTIVITIES,Transportation and Warehousing,Core,"10834 EBERLY CT , SAN DIEGO, CA 92126-2439","6175 Wunderlin Ave, San Diego, California, 92114",100.0,-117.064539937798,32.714491860342
2014039146,BUSYBEADZ,SOLE,6175 WUNDERLIN AVE ,SAN DIEGO,CA,92114-2434,33991,JEWELRY & SILVERWARE MFG,Manufacturing,Core,"6175 WUNDERLIN AVE , SAN DIEGO, CA 92114-2434","13750 Danielson St, Poway, California, 92064",100.0,-117.033059437309,32.939537452971
1985011849,BUTLER MARINE ENTERPRISES,SOLE,2907 SHELTER ISLAND DR 105 PMB 604 ,SAN DIEGO,CA,92106,339,MISCELLANEOUS MFG,Manufacturing,Core,"2907 SHELTER ISLAND DR 105 PMB 604 , SAN DIEGO, CA 92106","8231 Jade Coast Road, San Diego, California, 92126",99.19,-117.144226356011,32.901903545904
2025008089,BUTTERY BAKES,SOLE,8231 JADE COAST RD 144 ,SAN DIEGO,CA,92126-3461,31181,BREAD & BAKERY PRODUCT MFG,Manufacturing,Core,"8231 JADE COAST RD 144 , SAN DIEGO, CA 92126-3461","2201 Britannia Blvd, San Diego, California, 92154",98.23,-116.979743324676,32.557355399503
2008007528,BYG WHOLESALE,SCORP,2475 PASEO DE LAS AMERICAS A-1771 ,SAN DIEGO,CA,92154-7255,4219,MISCELLANEOUS DURABLE GOODS WHSLE,Wholesale Trade,Core,"2475 PASEO DE LAS AMERICAS A-1771 , SAN DIEGO, CA 92154-7255","2475 Paseo de las Americas, Suite A, San Diego, California, 92154",100.0,-116.935868252504,32.553311340769
2018006885,C & A TRANSPORT LLC,LLC,2201A BRITANNIA BLVD ,SAN DIEGO,CA,92154-8312,4841,GENERAL FREIGHT TRUCKING,Transportation and Warehousing,Core,"2201A BRITANNIA BLVD , SAN DIEGO, CA 92154-8312","2907 Shelter Island Dr, Suite 105, San Diego, California, 92106",98.0,-117.23036591766,32.722199607045
2011019116,C & A TRANSPORTATION SERVICES INC,CORP,9015 AVENIDA DE LA FUENTE N A ,SAN DIEGO,CA,92154-7242,488,TRANSPORTATION SUPPORT ACTIVITIES,Transportation and Warehousing,Core,"9015 AVENIDA DE LA FUENTE N A , SAN DIEGO, CA 92154-7242","9335 Airway Rd, Suite 200, San Diego, California, 92154",100.0,-116.942996222965,32.56021937009
2008039004,C & J TECH AMERICA INC,CORP,9335 AIRWAY RD 200 ,SAN DIEGO,CA,92154-7930,42199,OTHER MISCELLANEOUS DURABLE GOODS WHSLE,Wholesale Trade,Core,"9335 AIRWAY RD 200 , SAN DIEGO, CA 92154-7930","3761 Acacia St, San Diego, California, 92113",100.0,-117.113305850473,32.689508214914
1996008869,C & R TRANSFER CO,CORP,5803 KEARNY VILLA RD ,SAN DIEGO,CA,92123-1113,484,TRUCK TRANSPORTATION,Transportation and Warehousing,Core,"5803 KEARNY VILLA RD , SAN DIEGO, CA 92123-1113","5803 Kearny Villa Rd, San Diego, California, 92123",100.0,-117.131410006961,32.839543653111
2003009206,C & V TOWING,SOLE,3761 ACACIA ST ,SAN DIEGO,CA,92113-3954,48841,MOTOR VEHICLE TOWING,Transportation and Warehousing,Core,"3761 ACACIA ST , SAN DIEGO, CA 92113-3954","1453 Powell Rd, Oceanside, California, 92056",100.0,-117.269226851533,33.240160068143
2025007319,C AND K TRUCK PROS,SOLE,1453 POWELL RD ,OCEANSIDE,CA,92056-1839,484,TRUCK TRANSPORTATION,Transportation and Warehousing,Core,"1453 POWELL RD , OCEANSIDE, CA 92056-1839","7738 Arjons Dr, San Diego, California, 92126",100.0,-117.152157983348,32.893877957433
1995009016,C C IMEX DBA EMBI TEC,CORP,7738 ARJONS DR ,SAN DIEGO,CA,92126-4365,339,MISCELLANEOUS MFG,Manufacturing,Core,"7738 ARJONS DR , SAN DIEGO, CA 92126-4365","9346 Customhouse Plz, San Diego, California, 92154",100.0,-116.942780556596,32.551750001755
2014012921,C C INDUSTRIAL SUPPLY LLC,LLC,601 E PALOMAR ST C PMB 426 ,CHULA VISTA,CA,91911-6976,421,"WHOLESALE TRADE, DURABLE GOODS",Wholesale Trade,Core,"601 E PALOMAR ST C PMB 426 , CHULA VISTA, CA 91911-6976","4600 Lamont St, Unit 119, San Diego, California, 92109",100.0,-117.236104084755,32.803372597696
2026003308,C CALI DE BAJA NORTE INC,CORP,4600 LAMONT ST 119 ,SAN DIEGO,CA,92109-3529,4842,SPECIALIZED FREIGHT TRUCKING,Transportation and Warehousing,Core,"4600 LAMONT ST 119 , SAN DIEGO, CA 92109-3529","11318 Pegasus Ave, San Diego, California, 92126",100.0,-117.129734464516,32.927978389397
2006015044,C H & D LOGISTICS INC,CORP,9346 CUSTOMHOUSE PLZ ,SAN DIEGO,CA,92154-7615,48899,OTHER TRANSPORTATION SUPPORT ACTIVITIES,Transportation and Warehousing,Core,"9346 CUSTOMHOUSE PLZ , SAN DIEGO, CA 92154-7615","10832 Scripps Ranch Boulevard, #109, San Diego, California, 92131",100.0,-117.110748950909,32.915563743056
2008009253,C J NESLON CONTRACT PILOT,SOLE,11318 PEGASUS AVE ,SAN DIEGO,CA,92126-1535,48819,OTHER AIR TRANSPORTATION SUPPORT ACTIVITIES,Transportation and Warehousing,Core,"11318 PEGASUS AVE , SAN DIEGO, CA 92126-1535","6590 Top Gun St, San Diego, California, 92121",100.0,-117.175880697172,32.9082666677
